tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
not sure why # teabaggers would care about nelson mandela being that he s one of them if you know what i mean # teaparty # tcot,0,0,1,[],"['#teabaggers', '#teaparty', '#tcot']","Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot"
not that i plan on dying soon but i m totally going to write kenobi in as my sole heir he s the only thing locally under 94 i can trust,0,0,1,[],[],"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust"
not the type to take it slow turn a good girl into a hoe # spookyblack,0,1,0,[],['#spookyblack'],"Not the type to take it slow, turn a good girl into a hoe. #spookyblack"
not to call you a bitch but they gone hate on my bitches,0,1,0,[],[],Not to call you a bitch ... But they gone hate on my bitches
not to sound like a total bitch but i m tired of peoples kids and the back to school pics? we ain t post pics on the back to college day,0,1,0,[],[],Not to sound like a total bitch but I'm tired of peoples kids and the back to school pics? we ain't post pics on the back to college day
not trying to follow any spooks no offense,1,0,0,[],[],"Not trying to follow any spooks, no offense ..."
not ya grandma brownies wink wink <URL>,0,0,1,[],[],"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F"
note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing # tidyterrorist <URL>,0,0,1,[],['#TidyTerrorist'],"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4"
note khorasan is the old arabic name for parts of iran afghanistan not an invention of modern jihadis # justsayin,0,0,1,[],['#justsayin'],"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin"
nothing good on tv and the <MENTION> are eating their balls 3 innings in great,0,0,1,['@Yankees'],[],Nothing good on TV and the @Yankees are eating their balls 3 innings in. Great.
nothing is too spicy and if it is 1 stop being a fucking bitch 2 eat more of it 3 cry you fucking pussy,0,1,0,[],[],"Nothing is too spicy. And if it is,
1) stop being a fucking bitch
2) eat more of it
3) cry you fucking pussy"
nothing more yokel msu fan than to constantly reassess izzo aka our only consistent winner since d daugherty or biggie flipping munn,0,0,1,[],[],Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*
nothing says teabagger like a millionaire complaining that they are broke huh # hillaryclinton # hillary2016 give me a break lol # p2,0,0,1,[],"['#HillaryClinton', '#Hillary2016', '#p2']","Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2"
nothing worse than a baby bitch pussy go fly a kite,0,1,0,[],[],Nothing worse than a baby bitch pussy. Go fly a kite
notice i didn t tweet bytches bytch is different from bitch my logic and it werks,0,1,0,[],[],"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS..."
now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in # algeria # france,0,0,1,[],"['#Algeria', '#France']",Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France
now i could say my name butttttt ya bitch already knows it ?,0,1,0,[],[],"Now I could say my name butttttt, ya bitch already knows it ?"
now i don t even want to do anything son of a bitch,0,1,0,[],[],Now I don't even want to do anything. Son of a bitch
now i seperate from niggas i don t trust niggas that ain t starve wit me and all the bitches i didn t fuc,0,1,0,[],[],Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !
now i m gook boy shawty <URL>,0,0,1,[],[],Now I'm gook boy shawty http://t.co/LAAaHsTYeB
now i m listening to lil spook getting the good kinda sad imma be single this fall i know you ll getting annoyed with me on your tl but aye,0,0,1,[],[],Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye
now unfollowing lol <MENTION> my pussy been turned off lately i won t be fucking no time soon forever dry,0,1,0,['@rikababey'],[],Now UNFOLLOWING !!! Lol “@rikababey: My pussy been turned off lately.. I won't be fucking no time soon. Forever dry”
now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin,0,1,0,[],[],Now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin
now a neighborhood nigga like me ain t supposed to get no pussy like this,0,1,0,[],[],Now a neighborhood nigga like me ain't supposed to get no pussy like this
now all the hoes bout to post the saints lost but im still cute pics on the gram ???,0,1,0,[],[],"Now all the hoes bout to post ""the saints lost but im still cute"" pics on the gram ???"
now da # heat fans bacc y all niccas kill me ain t tweeted shit all damn game,0,1,0,[],['#Heat'],Now da #Heat fans bacc y'all niccas kill me ain't tweeted shit all damn game
now don t you hate them ol lyin ass hoes smilin in ya face wearin her best friends clothes,0,1,0,[],[],Now don't you hate them ol... Lyin ass hoes... Smilin in ya face wearin her best friends clothes
now infuriated jihadis are putting out murder requests on # saudi fighter pilots who participated in the bombings in # syria # isis,0,0,1,[],"['#Saudi', '#Syria', '#ISIS']",Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS
now my side bitch my main bitch bc my main hoe ain t feeling me no mo no mo,0,1,0,[],[],Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.
now my side bitch my main bitch cause my main bitch aint feelin me no moe,0,1,0,[],[],Now my side bitch my main bitch cause my main bitch aint feelin me no moe
now niccas won t haircuts,0,1,0,[],[],Now niccas won't haircuts
now put ya ass on this dicc let me know you that baddest lit bitch,0,1,0,[],[],"Now put Ya ass on this dicc, let me know you that baddest lit bitch."
now that nicki minaj said fuck skinny bitches watch all these fat bitches come outta no where it s time to play,0,1,0,[],[],"Now that nicki minaj said ""fuck skinny bitches"" watch all these fat bitches come outta no where it's time to play."
now that s how you let the beat build bitch thats my ish <MENTION> as i hit the kill switch,0,1,0,['@ImSoSouthern706'],[],Now that's how you let the beat build bitch .. Thats my ish RT @ImSoSouthern706: As I hit the kill switch.....
now the bitch tryin to do vids too gurl sit cho ass down,0,1,0,[],[],Now the bitch tryin to do vids too? Gurl sit cho ass down
now they cheating bitch yall defense sad as the fuck <MENTION> they about to cheat,0,1,0,['@rickey0511'],[],Now they cheating bitch yall defense SAD as the fuck!!!!! RT @rickey0511: They about to cheat
now this new bitch acting dumb tryna correct my every word,0,1,0,[],[],Now this new bitch acting dumb tryna correct my every word.
now when i put this pussy on vivian she bet not be playing ???,0,1,0,[],[],Now when I put this pussy on Vivian she bet not be playing ???
now you re drinking till you re unconscious feel me when you get a fine bitch,0,1,0,[],[],Now you're drinking till you're unconscious. Feel me when you get a fine bitch.
now the jihadi networks waking up claiming # raqqa radio confirmed two planes shot down 1 pilot captured # isis # syria,0,0,1,[],"['#Raqqa', '#ISIS', '#Syria']","Now, the Jihadi networks waking up & claiming #Raqqa radio “confirmed” two planes shot down & 1 pilot captured. #ISIS #Syria"
nower days the defenition of a bad bitch is how good her pussy is,0,1,0,[],[],Nower days the defenition of a bad bitch is how good her pussy is ?
nuggas be to obsessed with the homies like the cant bag bitches,0,1,0,[],[],Nuggas be to obsessed with the homies. Like the cant bag bitches
nuh uh <MENTION> still counts <MENTION> i m only a hoe on twitter bae,0,1,0,"['@MissSneed', '@WeavusChrist']",[],"Nuh uh RT @MissSneed: still counts. RT @WeavusChrist: I’m only a hoe on twitter, bae"
nuke town that pussy,0,1,0,[],[],Nuke town that pussy
nyomi banxxx and skin diamond the last of the good ebony porn bitches,0,1,0,[],[],Nyomi Banxxx and Skin Diamond the last of the good ebony porn bitches.
og old faced hunnids with a young hoe,0,1,0,[],[],OG old faced hunnids with a young hoe
oh no <MENTION> are you saying the democrats lost the # teabagger vote lmao bobble head # morningjoe,0,0,1,['@morningmika'],"['#teabagger', '#morningjoe']",OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe
ohh> # whine # whine # whine says my # faggot # ass # steroid cream forgiving # giants> is # busterposey takin shot from # barrybonds is that it,0,1,0,[],"['#whine', '#whine', '#whine', '#faggot', '#ass', '#steroid', '#Giants>', '#busterposey', '#barrybonds']",OHH> #whine #whine #whine says my #faggot #ass #steroid CREAM FORGIVING #Giants> Is #busterposey takin' shot from #barrybonds? Is that it?
omg i m high as a bitch ?,0,1,0,[],[],"OMG , I'm high as a bitch ! ?"
omg <MENTION> <MENTION> ugly faggot your a bad mother you should kill yourself like robin williams,1,0,0,"['@FrannyHilIson', '@pattiemallette']",[],OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
omg <MENTION> have yall ever met a dyke who didn t have a kid,0,1,0,['@Master_Bay'],[],OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?
omg <MENTION> nothing in life has made me softer than fuck me with your nigger dick,0,1,0,['@beigegawdd'],[],"OMG RT @beigegawdd: Nothing in life has made me softer than ""Fuck me with your nigger dick"""
omggggg nigga said jerry black bitch,0,1,0,[],[],OMGGGGG...!!!! Nigga said Jerry ... black bitch.
on sight <MENTION> bitch i bet not see you in the streets <MENTION> trash ass nigga,0,1,0,"['@MichyDoe', '@CoreyWhiteJr3']",[],ON. SIGHT!! RT @MichyDoe: Bitch I bet not see you in the streets @CoreyWhiteJr3 trash ass nigga
ot nicca word to the nigga who played jesus,0,1,0,[],[],OT nicca word to the nigga who played jesus
obama mocked the special olympics wendy davis mocks the handicapped do ya see a pattern democrats # tcot # uniteblue,0,0,1,[],"['#tcot', '#UniteBlue']",Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue
obama s newly released gitmo jihadi has links to terrorists in syria <URL> # tcot # pjnet,0,0,1,[],"['#tcot', '#pjnet']",Obama’s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/MywaAFD1yB #tcot #pjnet
obama s hellfire missiles tend to vaporize jihadis <MENTION> <MENTION> # uniteblue,0,0,1,"['@BemetOr8', '@PureMonotheist']",['#UniteBlue'],Obama's Hellfire missiles tend to vaporize Jihadis @BemetOr8 @PureMonotheist #UniteBlue
och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden,0,0,1,[],[],"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden"
of all the lazy bitches i was the laziest today # noregrets,0,1,0,[],['#noregrets'],"Of all the lazy bitches, I was the laziest today #noregrets"
of course my # faith for # baseball is off this year because of # barrybonds you goddamn retards # morons,1,0,0,[],"['#faith', '#baseball', '#BARRYBONDS', '#morons']",Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
off a lot of dope bitch i be high af,0,1,0,[],[],Off a lot of dope bitch I be high af
offensive line is trash,0,0,1,[],[],Offensive line is trash
offensively joe johnson just as good as lebron if not better don t <MENTION> pussies,0,1,0,['@me'],[],"Offensively, Joe Johnson just as good as LeBron. If not better. Don't @ me pussies"
